search_role,job_title,company_name,experience,location,skills,posted_date,job_link
Backend Developer,Backend Developer,Mantras2success Consultants,0-3 yrs,Ahmedabad,"SIDE, Backend, Front end, Version control, GIT, HP data protector, SQL database, data manipulation",3+ weeks ago,https://www.naukri.com/job-listings-backend-developer-mantras2success-consultants-ahmedabad-0-to-3-years-011225502668
Backend Developer,Backend Developer,Apparrant Technologies Pvt.ltd.,0-2 yrs,Noida,"Backend Developer, Mysql, Wordpress, Javascript, Mvc Architecture, Jquery, Laravel, Core Php",3+ weeks ago,https://www.naukri.com/job-listings-backend-developer-apparrant-technologies-pvt-ltd-noida-0-to-2-years-300921501990
Backend Developer,Midlevel Backend Developer,JPR Systems,0-3 yrs,Jaipur,"web application architecture, dbms, ajax, jquery, sql, database design, spring, java",3+ weeks ago,https://www.naukri.com/job-listings-midlevel-backend-developer-jpr-systems-jaipur-0-to-3-years-120925502400
Backend Developer,Rust Backend Developer,Crypton Tech,0-1 yrs,Erode,"Backend, Version control, GIT, Postgresql, Agile development, MySQL, Programming, System design",3+ weeks ago,https://www.naukri.com/job-listings-rust-backend-developer-crypton-tech-p-ltd-erode-0-to-1-years-251025505519
Backend Developer,Backend Developer,Team Computers,1-3 yrs,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum","Backend, Version control, GIT, SCALA, Javascript, Programming, Unit testing, AWS",3+ weeks ago,https://www.naukri.com/job-listings-backend-developer-team-computers-pvt-ltd-hubli-mangaluru-mysuru-bengaluru-belgaum-1-to-3-years-241125505823
Backend Developer,Backend Developer,Tangibleheed Infotech,1-3 yrs,Pune,"web application architecture, dbms, ajax, jquery, sql, database design, java, git",3+ weeks ago,https://www.naukri.com/job-listings-backend-developer-tangibleheed-infotech-pune-1-to-3-years-300125500046
Backend Developer,Backend Developer,Zenith Software,1-3 yrs,"Noida, New Delhi","web application architecture, dbms, ajax, jquery, sql, database design, spring, java",3+ weeks ago,https://www.naukri.com/job-listings-backend-developer-zenith-india-pvt-ltd-noida-new-delhi-1-to-3-years-291025502319
Backend Developer,BackEnd Developer,Epic Web Techno,1-3 yrs,Noida,"server, css, web application architecture, dbms, ajax, jquery, sql, database design",3+ weeks ago,https://www.naukri.com/job-listings-backend-developer-epic-web-techno-noida-1-to-3-years-301025502988
Backend Developer,Backend Developer,Xiarch Solutions,1-3 yrs,Gurugram,"System architecture, spring boot, Backend, cloud security, Cisa, Consulting, HIPAA, Vulnerability",3+ weeks ago,https://www.naukri.com/job-listings-backend-developer-xiarch-solutions-pvt-ltd-gurugram-1-to-3-years-181225503813
Backend Developer,Backend Developer,Anax Lifescience,10-14 yrs,Ahmedabad,"rest, python, software testing, web application architecture, dbms, backend development, javascript, jquery",3+ weeks ago,https://www.naukri.com/job-listings-backend-developer-anax-lifescience-pvt-ltd-ahmedabad-10-to-14-years-280825503491
Full Stack Developer,Full Stack Developer Apple Ads,Apple,0-10 yrs,Hyderabad,"continuous integration, Backend, Front end, Scalability, Focus, Agile, Manager Technology, IOS app",3+ weeks ago,https://www.naukri.com/job-listings-full-stack-developer-apple-ads-apple-india-pvt-ltd-hyderabad-0-to-10-years-130226502589
Full Stack Developer,Full Stack Developer - CDOT - Delhi,National Institute for Smart Government (NISG),1-3 yrs,New Delhi,"Backend, Node.Js, Spring boot, React, React.js, Full Stack, Bootstrap, Boot",3 days ago,https://www.naukri.com/job-listings-full-stack-developer-cdot-delhi-national-institute-for-smart-government-nisg-new-delhi-1-to-3-years-300326012256
Full Stack Developer,Full Stack Developer,MSCI Services,10-15 yrs,Pune,"Object oriented design, spring boot, Core Java, Spring framework, Javascript, Data structures, Spring, Development",1 day ago,https://www.naukri.com/job-listings-full-stack-developer-msci-services-pvt-ltd-pune-10-to-15-years-010426504242
Full Stack Developer,Full Stack Developer,Training Basket,0-1 yrs,Noida,"IT services, Backend, Front end, MySQL, Javascript, Database, HTML, MongoDB",2 days ago,https://www.naukri.com/job-listings-full-stack-developer-training-basket-noida-0-to-1-years-310326501681
Full Stack Developer,Full Stack Developer,Sirahu Technologies,0-2 yrs,Madurai,".Net, Angular, C#, SQL queries, Entity Framework Core, Git, ASP.NET Core, Single Sign-On",2 days ago,https://www.naukri.com/job-listings-full-stack-developer-sirahu-technologies-madurai-0-to-2-years-310326913343
Full Stack Developer,Full Stack Developer,Camp Systems,10-15 yrs,Remote,"Backend, Front end, GIT, Aviation, Database design, Cloud Services, HTML, Technology solutions",1 day ago,https://www.naukri.com/job-listings-full-stack-developer-camp-systems-pvt-ltd-remote-10-to-15-years-010426505771
Full Stack Developer,Full Stack Developer (Frontend-Heavy),Info Edge,1-3 yrs,Noida,"Generative AI, Rest API, Typescript, React.Js, CSS, MYSQL, Kafka, Kafka or Elasticsearch",6 days ago,https://www.naukri.com/job-listings-full-stack-developer-frontend-heavy-info-edge-noida-1-to-3-years-270326012685
Full Stack Developer,Full Stack Developer (Backend-Heavy),Info Edge,1-3 yrs,Noida,"Java, Generative Ai, Kafka, Spring Boot, Rest API, Microservices, Typescript, MySQL",6 days ago,https://www.naukri.com/job-listings-full-stack-developer-backend-heavy-info-edge-noida-1-to-3-years-270326012390
Full Stack Developer,Full Stack Developer,Antino Labs,0-3 yrs,Gurugram,"Backend, Version control, GIT, Front end, Web technologies, Coding, Database design, Javascript",2 weeks ago,https://www.naukri.com/job-listings-full-stack-developer-antino-labs-gurugram-0-to-3-years-190326502950
MERN Stack Developer,Mern Stack Developer,Excellence Technologies,0-1 yrs,"Noida, Delhi / NCR","Mern Stack, Node.Js, Rest API, React.Js, Ai Platform, MongoDB, Nextjs, Artificial Intelligence",1 day ago,https://www.naukri.com/job-listings-mern-stack-developer-excellence-technologies-noida-delhi-ncr-0-to-1-years-100326020012
MERN Stack Developer,MERN Stack Developer,Enlightened Digital Marketing,0-3 yrs,Vapi,"Social media marketing, Backend, Front end, Version control, GIT, Javascript, JSON, MongoDB",2 weeks ago,https://www.naukri.com/job-listings-mern-stack-developer-enlightened-digital-marketing-vapi-0-to-3-years-190326504300
MERN Stack Developer,MERN Stack Developer,Vinnovate Technologies,0-1 yrs,Remote,"redux, mern stack, css, github, mern, mean stack, bootstrap, ajax",3+ weeks ago,https://www.naukri.com/job-listings-mern-stack-developer-vinnovate-technologies-remote-0-to-1-years-190525506139
MERN Stack Developer,Junior MERN Stack Developer,Compumatrix Technologies,0-1 yrs,Pune,"CRUD, Backend, Coding, Javascript, MongoDB, Management, Mern Stack, Development",3+ weeks ago,https://www.naukri.com/job-listings-junior-mern-stack-developer-compumatrix-technologies-pune-0-to-1-years-060126500599
MERN Stack Developer,MERN Stack Developer,Maticz Technology,0-1 yrs,"Madurai, Coimbatore","Analytical, Programming, Manager Technology, Javascript, Development, Management, Mern, Program",3+ weeks ago,https://www.naukri.com/job-listings-mern-stack-developer-maticz-technology-madurai-coimbatore-0-to-1-years-141222502206
MERN Stack Developer,Sr. MERN Stack Developer,Skedgroup Innovations,0-2 yrs,Indore,"QA, Backend, Front end, Analytical, Javascript, Tool design, HTML, MongoDB",3+ weeks ago,https://www.naukri.com/job-listings-sr-mern-stack-developer-skedgroup-innovations-pvt-ltd-indore-0-to-2-years-311225501811
MERN Stack Developer,Mern Stack Developer,Vensure,10-15 yrs,"Hyderabad, Thiruvananthapuram","Node.Js, React.Js, SQL, MySQL, Expresjs, Nextjs, Mern Stack, Mern",2 days ago,https://www.naukri.com/job-listings-mern-stack-developer-vensure-hyderabad-thiruvananthapuram-10-to-15-years-310326038891
MERN Stack Developer,MERN Stack Developer Internship,The Entrepreneurship Network (TEN),0-2 yrs,New Delhi,"Computer science, Backend, GIT, Front end, Web technologies, Database management, Javascript, MongoDB",3+ weeks ago,https://www.naukri.com/job-listings-mern-stack-developer-internship-the-entrepreneurship-network-new-delhi-0-to-2-years-220725505004
MERN Stack Developer,MERN Stack Developer,Esceneric,0-2 yrs,Jalandhar,"Express, Full Stack, MongoDB, Node.js, React, Mern Stack, Development, Stack",2 weeks ago,https://www.naukri.com/job-listings-mern-stack-developer-esceneric-jalandhar-0-to-2-years-180326502973
MERN Stack Developer,MERN STACK DEVELOPER,Godigi Infotech,0-1 yrs,Pune,"github, Front end, Version control, GIT, Linux, Agile scrum, Enterprise applications, Debugging",3+ weeks ago,https://www.naukri.com/job-listings-mern-stack-developer-godigi-infotech-pune-0-to-1-years-251125504033
MERN Stack Developer,MERN Stack Developer,Maxxzoom,0-1 yrs,Pune,"GIT, Web technologies, Javascript, MongoDB, Stack, Development, Mern Stack, Mern",3+ weeks ago,https://www.naukri.com/job-listings-mern-stack-developer-maxxzoom-india-pvt-ltd-pune-0-to-1-years-041225501164
MERN Stack Developer,MERN Stack Developer,Marktine,0-2 yrs,Jaipur,"Backend, Version control, HP data protector, Coding, Testing tools, Configuration management, Postgresql, Integration testing",3+ weeks ago,https://www.naukri.com/job-listings-mern-stack-developer-marktine-jaipur-0-to-2-years-311225502133
MERN Stack Developer,MERN Stack Developer,Alea It Solutions,1-3 yrs,Jaipur,"redux, c++, css, mean stack, bootstrap, ajax, jquery, react.js",3+ weeks ago,https://www.naukri.com/job-listings-mern-stack-developer-alea-it-solutions-jaipur-1-to-3-years-140525501717
MERN Stack Developer,Mern Stack Developer,Sai Placement Solutions Noida,1-3 yrs,Gurugram,"Mern Stack, Angularjs, SQL, Integration, Restfull Api, GIT, MongoDB, Node.Js",1 day ago,https://www.naukri.com/job-listings-mern-stack-developer-sai-placement-solutions-noida-gurugram-1-to-3-years-010426032417
MERN Stack Developer,MERN Stack Developer,Webarclight,0-1 yrs,Hybrid - Hybrid,"github, GIT, development testing, Web development, Cloud, Deployment, JSON, Internship",3+ weeks ago,https://www.naukri.com/job-listings-mern-stack-developer-webarclight-hybrid-0-to-1-years-071125501655
MERN Stack Developer,Mern Stack Developer,Eterno Housing,0-1 yrs,Bangalore Rural,"Github, Rest Api Development, MySQL, React.Js, Nextjs, Javascript, Database Design, MongoDB",2 days ago,https://www.naukri.com/job-listings-mern-stack-developer-eterno-housing-bangalore-rural-0-to-1-years-310326014459
MERN Stack Developer,MERN Stack Developer,Inspironlabs Software Systems,0-1 yrs,Bengaluru,"rest, css, mern stack, software development, software testing, fabrication, unit testing, mern",3+ weeks ago,https://www.naukri.com/job-listings-mern-stack-developer-inspironlabs-bengaluru-0-to-1-years-200126501407
MERN Stack Developer,MERN Stack Developer,Coddle Technologies,0-2 yrs,Kozhikode,"CSS, Version control, GIT, NoSQL, Javascript, HTML, Management, SQL",3+ weeks ago,https://www.naukri.com/job-listings-mern-stack-developer-coddle-technologies-private-ltd-kozhikode-0-to-2-years-100226504834
MERN Stack Developer,MERN Stack Developer,Coddle Technologies,0-2 yrs,Bengaluru,"CSS, Version control, GIT, NoSQL, Javascript, HTML, Management, SQL",3+ weeks ago,https://www.naukri.com/job-listings-mern-stack-developer-coddle-technologies-private-ltd-bengaluru-0-to-2-years-120226500917
MERN Stack Developer,MERN Stack Developer,Zithas Nextzen,0-3 yrs,Vadodara,"Front end, DOM, Web technologies, Agile scrum, Cloud Services, Web development, Javascript, JSON",3+ weeks ago,https://www.naukri.com/job-listings-mern-stack-developer-zithas-technologies-pvt-ltd-vadodara-0-to-3-years-020824503195
Java Developer,Java Developer,Impact Hr N Km Solutions,0-3 yrs,Nashik,"Hibernate, Core Java, C, JSP, Application programming, MySQL, Struts, J2Ee",2 weeks ago,https://www.naukri.com/job-listings-java-developer-impact-hr-n-km-solutions-nashik-0-to-3-years-190326500525
Java Developer,Java Developer,iit jobs,10-20 yrs,"Hybrid - Pune, Bengaluru","Java, MDM, TIBCO, EBX, Spring Boot, Boot, Development, Spring",1 day ago,https://www.naukri.com/job-listings-java-developer-iitjobs-inc-pune-bengaluru-10-to-20-years-010426033169
Java Developer,FRESHER JR JAVA DEVELOPERS,Godigi Infotech,0-1 yrs,Pune,"Oracle database, Hibernate, Backend, Web services, jQuery, Advanced Java, JSP, JSON",3+ weeks ago,https://www.naukri.com/job-listings-fresher-jr-java-developers-godigi-infotech-pune-0-to-1-years-191023501363
Python Developer,Python Developer (AI & Databricks),Bonami Software,0-2 yrs,Noida(Sector 63),"Data Structures, Databricks Engineer, Software Engineering, Python, Artificial Intelligence, Machine Learning, Deep Learning, Backend Development",3 days ago,https://www.naukri.com/job-listings-python-developer-ai-databricks-bonami-software-noida-0-to-2-years-300326020418
Python Developer,Python Developer,Legalease Solutions,0-2 yrs,"Kochi, Chennai, Bengaluru","Contract management, Information security, ISO 27001, Legal, Manager Technology, MS Office, Arbor, Analytics",2 days ago,https://www.naukri.com/job-listings-python-developer-legal-ease-solutions-india-private-limited-kochi-chennai-bengaluru-0-to-2-years-310326501927
Python Developer,Python Developer,Dentsu Webchutney,1-3 yrs,Mumbai,"Quality standards, Compliance, Unit testing, Python, UNIT, Software testing, Python Development, Development",1 day ago,https://www.naukri.com/job-listings-python-developer-dentsu-inc-mumbai-1-to-3-years-020426503218
Python Developer,Python Developer,Webgo Software Labs,0-2 yrs,Bengaluru,"Computer science, Automation, Backend, Postgresql, Django, MySQL, Debugging, Workflow",3+ weeks ago,https://www.naukri.com/job-listings-python-developer-webgo-software-labs-bengaluru-0-to-2-years-151225501863
Python Developer,Python Developer,Starclinch,1-3 yrs,New Delhi,"Python, css, bitbucket, jquery, sql, docker, git, gcp",6 days ago,https://www.naukri.com/job-listings-python-developer-starclinch-new-delhi-1-to-3-years-270326922792
Python Developer,Python Developer,ewallsolutions,0-3 yrs,"Madurai, Tiruppur, Salem, Chennai, Tiruchirapalli, Coimbatore","Computer science, Basic, Version control, GIT, Coding, Django, Programming, E-commerce",3+ weeks ago,https://www.naukri.com/job-listings-python-developer-ewallsolutions-madurai-tiruppur-salem-chennai-tiruchirapalli-coimbatore-0-to-3-years-100725505184
Python Developer,Python Developer,Impact Hr N Km Solutions,0-3 yrs,Nashik,"RSS, data science, MySQL, Machine learning, SCALA, Javascript, LISP, HTML",2 weeks ago,https://www.naukri.com/job-listings-python-developer-impact-hr-n-km-solutions-nashik-0-to-3-years-190326500555
Python Developer,Python Developer,IT SCIENT,10-15 yrs,"Pune, Chennai, Bengaluru","Python Development, Development, Python",4 days ago,https://www.naukri.com/job-listings-python-developer-it-scient-pune-chennai-bengaluru-10-to-15-years-300326001980
Software Engineer,Custom Software Engineer,Accenture,0-2 yrs,Hyderabad,"software engineer, application developer, service management, business processes, it service management, user experience, application development, database management",3 days ago,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-hyderabad-0-to-2-years-300326929260
Software Engineer,Custom Software Engineer,Accenture,0-2 yrs,Bengaluru,"software engineer, application developer, business processes, it service management, user experience, database management, scripting, servicenow",3 days ago,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-300326937152
Software Engineer,Custom Software Engineer,Accenture,0-2 yrs,Bengaluru,"software engineer, application developer, business processes, it service management, user experience, database management, scripting, servicenow",3 days ago,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-bengaluru-0-to-2-years-300326937151
Software Engineer,Software Engineer,Growing Software Engineering and Consulting Company,0-2 yrs,"Hybrid - Noida(Sector 63), Gurugram","Frontend Development, API, React.Js, Angular, SOFTWARE TRAINEE, SOFTWARE ENGINEER, PROGRAMMER, SOFTWARE DEVELOPER",2 days ago,https://www.naukri.com/job-listings-software-engineer-growing-software-engineering-and-consulting-company-noida-gurugram-0-to-2-years-010426010988
Software Engineer,IT Software Engineer,Eurofins,0-2 yrs,Bengaluru,"software engineer, css, python, restful, software development, full stack developer, ai, microsoft azure",1 day ago,https://www.naukri.com/job-listings-it-software-engineer-eurofins-it-solutions-india-pvt-ltd-bengaluru-0-to-2-years-020426915737
Software Engineer,Custom Software Engineer,Accenture,0-2 yrs,Pune,"software development life cycle, c#, css, c++, python, software development, c, javascript",2 days ago,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-pune-0-to-2-years-310326920646
Software Engineer,Custom Software Engineer,Accenture,0-1 yrs,Hyderabad,"software engineer, restful, sap, ai frameworks, ai, user experience, javascript, restful apis",3 days ago,https://www.naukri.com/job-listings-custom-software-engineer-accenture-solutions-pvt-ltd-hyderabad-0-to-1-years-300326930275
Cyber Security Analyst,Information/Cyber Security Expert - Delhi,National Institute for Smart Government (NISG),10-20 yrs,"New Delhi, Delhi / NCR","Cyber Security, Information Security, IT Security, Cyber, Security",1 day ago,https://www.naukri.com/job-listings-information-cyber-security-expert-delhi-national-institute-for-smart-government-nisg-new-delhi-delhi-ncr-10-to-20-years-300924008251
Cyber Security Analyst,Cyber Security Architect,VOIS,10-20 yrs,"Hybrid - Pune, India, Bengaluru","Security Engineering, Perimeter Security, IT Security, Cism, Cloud Security, Ccsp, Cyber Security, Cissp",1 week ago,https://www.naukri.com/job-listings-cyber-security-architect-vois-pune-bengaluru-india-10-to-20-years-260326023584
Cyber Security Analyst,Information / Cyber Security Professional,Capgemini,10-15 yrs,"Pune, Gurugram","Cyber Security, risk management, cloud security, generative ai, compliance management, dss, ai, cybersecurity",3 weeks ago,https://www.naukri.com/job-listings-information-cyber-security-professional-capgemini-technology-services-india-limited-pune-gurugram-10-to-15-years-110326914916
Cyber Security Analyst,Cyber Security Intern,eAspire Technolabs Inc.,0-1 yrs,Noida,"Ethical Hacking, Cyber Forensics, Networking Basics, Cyber Security, Electronics, Basic, Cyber, Forensic",1 week ago,https://www.naukri.com/job-listings-cyber-security-intern-evoke-hr-noida-0-to-1-years-200326019401
Security Engineer,Senior Manager - Network Security Engineer,Grant Thornton India Pvt Ltd,10-18 yrs,Bengaluru,"Automation, ISO, WAN, Information security, SOC, DNS, Network security, microsoft",3+ weeks ago,https://www.naukri.com/job-listings-senior-manager-network-security-engineer-grant-thornton-india-pvt-ltd-bengaluru-10-to-18-years-251025502496
Security Engineer,Security Engineer,Paytm,1-3 yrs,Noida,"security engineering, intrusion detection systems, Security Engineer, vulnerability assessments, firewalls, penetration testing, network architectures, Intrusion detection",3 days ago,https://www.naukri.com/job-listings-security-engineer-one97-communications-limited-noida-1-to-3-years-300326908995
Security Engineer,Security Engineer,Accenture,10-15 yrs,Bengaluru,"cloud security, incident response, stakeholder engagement, security services, project coordination, sentinel, network security, threat management",3 days ago,https://www.naukri.com/job-listings-security-engineer-accenture-solutions-pvt-ltd-bengaluru-10-to-15-years-300326932996
Security Engineer,Offensive Security Engineer,Docusign,10-15 yrs,Bengaluru,"remediation, Costing, technical subject matter expert, Manual, Vulnerability, Research, Individual Contributor, Monitoring",1 week ago,https://www.naukri.com/job-listings-offensive-security-engineer-docusign-bengaluru-10-to-15-years-240326506189
Security Engineer,Veza Identity Security Engineer,Templar Shield,1-3 yrs,Remote,"Automation, LDAP, Javascript, Active directory, Agile, Workflow, Customer service, microsoft",1 day ago,https://www.naukri.com/job-listings-veza-identity-security-engineer-templar-shield-remote-1-to-3-years-010426505770
Security Engineer,L3 Security Engineer,NTT DATA,10-19 yrs,Bhubaneswar,"Checkpoint Firewall, Security Engineering, Palo Alto Firewall, Checkpoint, L3, Firewall, Security, Engineering",2 days ago,https://www.naukri.com/job-listings-l3-security-engineer-senstosoft-solutions-bhubaneswar-10-to-19-years-250326021566
Security Engineer,Security Engineer - Offensive Security| Thane,CSB Bank,10-15 yrs,Thane,"RED, Team operations, Automation, Usage, Simulation, Commerce, Engineering Manager, Management",2 weeks ago,https://www.naukri.com/job-listings-security-engineer-offensive-security-thane-csb-bank-thane-10-to-15-years-190326505686
Security Engineer,Security Engineer - Risk and Policy Governance | Thane,CSB Bank,10-15 yrs,Thane,"MIN, Compliance, External audit, Information security, ISO 27001, Security, ISO, Governance",2 weeks ago,https://www.naukri.com/job-listings-security-engineer-risk-and-policy-governance-thane-csb-bank-thane-10-to-15-years-190326503223
Security Engineer,Security Engineer - DM/Manager,Talworx,10-18 yrs,"Bangalore Rural, Bengaluru","APRA, Devsecops, SAST, AI/ML, Financial Domain, DAST, Develop Code, Container",1 week ago,https://www.naukri.com/job-listings-security-engineer-dm-manager-talworx-solutions-bangalore-rural-bengaluru-10-to-18-years-260326931014
Security Engineer,Security Engineer,Docusign,10-15 yrs,Bengaluru,"Automation, Coding, Information security, Network security, Workflow, Troubleshooting, Risk management, Information technology",1 week ago,https://www.naukri.com/job-listings-security-engineer-docusign-bengaluru-10-to-15-years-240326506165
Security Engineer,Security Engineer,Clifyx Technology,10-15 yrs,Bengaluru,"Telecom, C++, Linux, Event management, Solaris, Information security, ISO 27001, Windows",3+ weeks ago,https://www.naukri.com/job-listings-security-engineer-clifyx-technology-bengaluru-10-to-15-years-260525501587
Ethical Hacker,Cyber Security Trainee,eAspire Technolabs Inc.,0-1 yrs,Gurugram,"Ethical Hacking, Cyber Threat, Information Security, Ethics, Hacking, Security, Threat Analysis, Cyber Security",2 weeks ago,https://www.naukri.com/job-listings-cyber-security-trainee-evoke-hr-gurugram-0-to-1-years-190326024107
Ethical Hacker,Cyber Security Intern Trainee,Cyber Sapiens,0-1 yrs,Mangaluru,"Operations research, Linux, Information security, Analytical, Network security, Windows, Information technology, Internship",3+ weeks ago,https://www.naukri.com/job-listings-cyber-security-intern-trainee-cyber-sapiens-mangaluru-0-to-1-years-231023502521
Ethical Hacker,Cyber Security Analyst Fresher(Hubli),eAspire Technolabs Inc.,0-1 yrs,Hubli,"Network Security Basics, Cybersecurity Fundamentals, Security Tools, Cyber Security, Basic, Network security, Fundamentals, Cyber",3 weeks ago,https://www.naukri.com/job-listings-cyber-security-analyst-fresher-hubli-evoke-hr-hubli-0-to-1-years-110326022307
Ethical Hacker,Cyber Security Analyst Fresher,eAspire Technolabs Inc.,0-1 yrs,New Delhi,"Network Security Basics, Cyber Security Fundamentals, SIEM Tools, Security analysis, Networking, Cyber, SIEM, Security",1 week ago,https://www.naukri.com/job-listings-cyber-security-analyst-fresher-evoke-hr-new-delhi-0-to-1-years-230326016793
Ethical Hacker,Analyst - Cyber Security,Netrika Consulting India,0-2 yrs,Noida,"Analyst, cyber security analyst, policy regulations, Regulations, Cyber, Analysis, Security, Cyber Security",3+ weeks ago,https://www.naukri.com/job-listings-analyst-cyber-security-netrika-noida-0-to-2-years-010324500838
Ethical Hacker,Cyber Security Analyst,LA Technologies,0-1 yrs,Mumbai,"network penetration testing, cyber security, owasp, ceh, information security, siem, vulnerability assessment, cyber forensics",3+ weeks ago,https://www.naukri.com/job-listings-cyber-security-analyst-la-technologies-mumbai-0-to-1-years-190226504760
Ethical Hacker,Technical Support Representative-Security Analyst,IBM,1-3 yrs,Bengaluru,"technical support, network security, performance tuning, administration, time management, ceh, sla, root cause analysis",1 week ago,https://www.naukri.com/job-listings-technical-support-representative-security-analyst-ibm-india-pvt-limited-bengaluru-1-to-3-years-260326927121
Ethical Hacker,Engineer - Digital Network & Security ( ENT ),Microland,0-2 yrs,Bengaluru,"r, network security, voip, access management, troubleshooting, technician, wireless, wireless technology",3+ weeks ago,https://www.naukri.com/job-listings-engineer-digital-network-security-ent-microland-limited-bengaluru-0-to-2-years-160126500277
Ethical Hacker,Jr. IT Networking & Security,Pragma Edge Software Services,0-2 yrs,Hyderabad,"Interpersonal skills, Windows OS, Computer hardware, Linux, Networking, DNS, Troubleshooting, Directory services",3+ weeks ago,https://www.naukri.com/job-listings-jr-it-networking-security-pragma-edge-software-services-private-limited-hyderabad-0-to-2-years-260523500915
Ethical Hacker,Associate Cyber Security Consultant,Security Brigade,0-3 yrs,Remote,"Manual testing, Django, OWASP, Network security, Security testing, Vulnerability, Test cases, Open source",3+ weeks ago,https://www.naukri.com/job-listings-associate-cyber-security-consultant-security-brigade-infosec-private-limited-remote-0-to-3-years-021225506060
Ethical Hacker,Cyber Operations Analyst,Barclays,0-10 yrs,Pune,"remediation, Networking, Linux, Senior Analyst, Event management, Project management, Problem management, Windows",3 days ago,https://www.naukri.com/job-listings-cyber-operations-analyst-barclays-shared-services-pune-0-to-10-years-300326500584
Ethical Hacker,Cyber Security Trainer,Tech Defence Labs,0-3 yrs,Vadodara,"PCI DSS, cyber security, SOC, Curriculum development, Consulting, ISO 27001, Network security, Application security",3+ weeks ago,https://www.naukri.com/job-listings-cyber-security-trainer-techdefence-pvt-ltd-vadodara-0-to-3-years-190226502592
Ethical Hacker,Cyber Security - Intern,Futureacad,0-1 yrs,Bengaluru,"Networking, Linux, cyber security, Event management, Information security, Windows, Cryptography, Internship",3+ weeks ago,https://www.naukri.com/job-listings-cyber-security-intern-futureacad-bengaluru-0-to-1-years-200226505612
Ethical Hacker,Junior Analyst - Cyber Risk Unit,Bajaj Finance,0-1 yrs,Pune,"cyber risk, security operations, rest, tracking systems, security tools, dns, information security, monitoring tools",2 weeks ago,https://www.naukri.com/job-listings-junior-analyst-cyber-risk-unit-bajaj-finance-limited-pune-0-to-1-years-170326932646
Ethical Hacker,Cyber Security Professional,Future Intern,0-1 yrs,Bengaluru,"project management, team management, presentation skills, problem solving, critical thinking, people management skills, stakeholder management, leadership",3+ weeks ago,https://www.naukri.com/job-listings-cyber-security-professional-future-interns-bengaluru-0-to-1-years-280825503462
Ethical Hacker,Cyber Security Associate,Softlink Global,0-1 yrs,Mumbai,"Computer science, ERP, Compliance, Security implementation, Coding, ISO 27001, Network security, Application security",1 week ago,https://www.naukri.com/job-listings-cyber-security-associate-softlink-global-pvt-ltd-mumbai-0-to-1-years-250326504623
Ethical Hacker,It Security Analyst (Chennai),eAspire Technolabs Inc.,0-1 yrs,Chennai,"Cyber Security, Network Security, SIEM, Security analysis, Networking, Security, IT security, Cyber",2 weeks ago,https://www.naukri.com/job-listings-it-security-analyst-chennai-evoke-hr-chennai-0-to-1-years-170326010646
Ethical Hacker,Cyber Security Trainer,Tech Defence Labs,0-3 yrs,"Ahmedabad, Vadodara","PCI DSS, cyber security, SOC, Curriculum development, Consulting, ISO 27001, Network security, Application security",3+ weeks ago,https://www.naukri.com/job-listings-cyber-security-trainer-techdefence-pvt-ltd-ahmedabad-vadodara-0-to-3-years-301225506225
Ethical Hacker,Cyber Security Trainee(Nashik),easpire technolabs pvt ltd,0-1 yrs,Nashik,"Understanding of Cybersecurity Principles & Practices, Cloud Security, TCP/IP Concepts, Security, Cyber Security, IP, TCP, Concepts",3+ weeks ago,https://www.naukri.com/job-listings-cyber-security-trainee-nashik-evoke-hr-nashik-0-to-1-years-050326013425
Ethical Hacker,Engineer - Digital Network & Security ( ENT ),Microland,0-2 yrs,Bengaluru,"Access management, Security+, VOIP, Network security, User provisioning, Cisco certified, Manager Technology, Troubleshooting",3+ weeks ago,https://www.naukri.com/job-listings-engineer-digital-network-security-ent-microland-limited-bengaluru-0-to-2-years-150126502347
SOC Analyst,Associate Director - SIEM - Cyber Defense & Resilience,Deloitte Consulting,10-15 yrs,Mumbai,"Automation, Staffing, Process improvement, Invoice processing, Information security, Relationship building, HTML, Scheduling",3+ weeks ago,https://www.naukri.com/job-listings-associate-director-siem-cyber-defense-resilience-deloitte-mumbai-10-to-15-years-020326503104
SOC Analyst,Soc Analyst,FSP Solutions,1-3 yrs,"Goregaon, Mumbai (All Areas)","Cyber Security, Security Operations Center, Incident Response, Malware Analysis, SOC, Siem Tools, SIEM, Threat Analysis",1 day ago,https://www.naukri.com/job-listings-soc-analyst-fsp-solutions-goregaon-mumbai-all-areas-1-to-3-years-010426016097
SOC Analyst,SOC Analyst,Aeries Technology,1-3 yrs,"Hybrid - Hyderabad, Bengaluru","Sentinel, SOC, Microsoft Purview, Microsoft Defender, Incident Handling, Cyber Security, Risk, ips",1 week ago,https://www.naukri.com/job-listings-soc-analyst-aeries-technology-hyderabad-bengaluru-1-to-3-years-230226013985
